ApplStandard,Brand,climate_class,Country,high_efficiency,Model No,Family Name,N-Standard,Sold_in,Submit_ID,SubmitStatus,Temp_Class,total_dis_area,total_energy_cons,type,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Type,Efficiency (kWh/24h/m²),Length,Climate Class,Depth,Cabinet Description,Total Energy Consumption(kWh/24h),Cabinet Type,Star Rating,Energy Efficiency Index,Width,Net Volume,Height,Duty Type,Product Class Number
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Pastorfrigor S.p.a.,N/A,Italy,N/A,Genova P75 H216 TN 937 3M1 OPEN,,ISO 23953,"Australia,Fiji,New Zealand",124567,Approved,M1,1.62,N/A,N/A,2026-07-05,,,Available,http://www.pastorfrigor.it,http://www.pastorfrigor.it/,N/A,N/A,997.0,3,750.0,Integral Refrigerated Vertical Cabinets,12.04,Refrigerated Display Cabinet (RDC),4.0,50.4991192014093,N/A,0.0,2160.0,IVC2,7
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1D 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DG 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DLG 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QLG 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1Q 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QG 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1DG 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1Q 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20-3D 2.0m 1875,Multideck Dairy 2.0m 1875,,"Australia,New Zealand",124595,Approved,M1,3.16875,26.49,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1875.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1D 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DG 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DLG 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QLG 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1Q 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QG 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1DG 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1Q 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20-2D 2.0m 1250,Multideck Dairy 2.0m 1250,,"Australia,New Zealand",124596,Approved,M1,2.1125,17.66,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1250.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1D 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DG 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DLG 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QLG 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1Q 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QG 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1DG 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1Q 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20-6D 2.0m 3750,Multideck Dairy 2.0m 3750,,"Australia,New Zealand",124597,Approved,M1,6.3375,52.98,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3750.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1D 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DG 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DLG 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QLG 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1Q 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QG 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1DG 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1Q 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20-5D 2.0m 3125,Multideck Dairy 2.0m 3125,,"Australia,New Zealand",124598,Approved,M1,5.28125,44.15,RS2 - Unlit shelves (MEPS),2024-12-04,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,3125.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1D 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DG 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DLG 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QLG 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1Q 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QG 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1DG 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1Q 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20-CD 2.0m 1955,Multideck Dairy 2.0m 1955,,"Australia,New Zealand",124600,Approved,M1,3.30395,27.62024,RS2 - Unlit shelves (MEPS),2024-12-03,,Class 3,Available,http://www.hussmann.com/,,Remote,8.35976331360947,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1955.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1D 2.0m 1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DG 2.0m 1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DLG 2.0m 1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QLG 2.0m 1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1Q 2.0m 1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QG 2.0m1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1DG 2.0m 1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20N1Q 2.0m 1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20-nD 2.0m 1590,Multideck Dairy 2.0m 1590,,"Australia,New Zealand",124601,Approved,M1,2.640625,22.075,RS2 - Unlit shelves (MEPS),2024-11-27,,Class 3,Available,http://www.hussmann.com/,,Remote,8.359763313609466,N/A,N/A,986.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2050.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DC4 2.0m 1590,Doored Multideck 2.0m 1590,,"Australia,New Zealand",124621,Approved,M1,2.06064,9.12024,RS2 - Unlit shelves (MEPS),2024-12-12,,Class 3,Available,http://www.hussmann.com/,,Remote,4.4259259259259265,N/A,N/A,1338.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2200.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QC4 2.0m 1590,Doored Multideck 2.0m 1590,,"Australia,New Zealand",124621,Approved,M1,2.06064,9.12024,RS2 - Unlit shelves (MEPS),2024-12-12,,Class 3,Available,http://www.hussmann.com/,,Remote,4.4259259259259265,N/A,N/A,1338.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2200.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1DC3 2.0m 1590,Doored Multideck 2.0m 1590,,"Australia,New Zealand",124621,Approved,M1,2.06064,9.12024,RS2 - Unlit shelves (MEPS),2024-12-12,,Class 3,Available,http://www.hussmann.com/,,Remote,4.4259259259259265,N/A,N/A,1338.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2200.0,N/A,N/A
Greenhouse and Energy Minimum Standards (Refrigerated Cabinets) Determination 2020,Hussmann,3M1,China,Yes,KM20S1QC3 2.0m 1590,Doored Multideck 2.0m 1590,,"Australia,New Zealand",124621,Approved,M1,2.06064,9.12024,RS2 - Unlit shelves (MEPS),2024-12-12,,Class 3,Available,http://www.hussmann.com/,,Remote,4.4259259259259265,N/A,N/A,1338.0,N/A,N/A,N/A,N/A,N/A,1590.0,N/A,2200.0,N/A,N/A
