ApplStandard,Brand,climate_class,Country,high_efficiency,Model No,Family Name,N-Standard,Sold_in,Submit_ID,SubmitStatus,Temp_Class,total_dis_area,total_energy_cons,type,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Type,Efficiency (kWh/24h/m²),Length,Climate Class,Depth,Cabinet Description,Total Energy Consumption(kWh/24h),Cabinet Type,Star Rating,Energy Efficiency Index,Width,Net Volume,Height,Duty Type,Product Class Number
AS 1731.14:2003 - amendment 2 dated 9 July 2012,HUSSMANN IMPACT,3M1,New Zealand,No,RM,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",16927,Superseded,N/A,2.661,22.686,RS4 - Glass door (MEPS),,2021-06-30,Class 7,Unavailable,,,-,8.52536640360767,N/A,N/A,1110.0,N/A,N/A,N/A,N/A,N/A,2350.0,N/A,2083.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,Yes,SK500-2-CX,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17333,Superseded,M1,0.557,5.405,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,http://www.skope.co.nz/,,-,9.70377019748653,N/A,N/A,700.0,N/A,N/A,N/A,N/A,N/A,568.0,N/A,2195.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,MINI ODESSA MT  937,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17467,Superseded,M2,1.209,29.704,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.arneg.com.au/,,-,24.5690653432589,N/A,N/A,878.0,N/A,N/A,N/A,N/A,N/A,1037.0,N/A,1949.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,MINI ODESSA MT 1250,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17472,Superseded,M2,1.613,35.918,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.arneg.com.au/,,-,22.2678239305642,N/A,N/A,878.0,N/A,N/A,N/A,N/A,N/A,1350.0,N/A,1949.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,MINI ODESSA MT 1875,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17474,Superseded,M2,2.419,49.186,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.arneg.com.au/,,-,20.3331955353452,N/A,N/A,878.0,N/A,N/A,N/A,N/A,N/A,1975.0,N/A,1949.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,MINI ODESSA MT 2500,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17475,Superseded,M2,3.225,61.511,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.arneg.com.au/,,-,19.0731782945736,N/A,N/A,878.0,N/A,N/A,N/A,N/A,N/A,2600.0,N/A,1949.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ODESSA 2 SL 1250,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17476,Superseded,M2,1.614,40.0,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.arneg.com.au/,,-,24.7831474597274,N/A,N/A,936.0,N/A,N/A,N/A,N/A,N/A,1370.0,N/A,2001.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ODESSA 2 SL 1875,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17477,Superseded,M2,2.421,58.0,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.arneg.com.au/,,-,23.9570425444031,N/A,N/A,936.0,N/A,N/A,N/A,N/A,N/A,1995.0,N/A,2001.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ODESSA 2 SL 2500,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17479,Superseded,M2,3.227,70.0,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.arneg.com.au/,,-,21.6919739696312,N/A,N/A,936.0,N/A,N/A,N/A,N/A,N/A,2620.0,N/A,2001.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ODESSA 2 SL 3750,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17480,Superseded,M2,4.841,94.0,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.arneg.com.au/,,-,19.4174757281553,N/A,N/A,936.0,N/A,N/A,N/A,N/A,N/A,3870.0,N/A,2001.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L2,3L3",Italy,No,LAVAL BT/TN 1200,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17483,Superseded,L2,0.933,22.3,HF4 (MEPS),,2021-06-30,Class 31,Unavailable,http://www.arneg.com.au/,,-,23.9013933547696,N/A,N/A,1048.0,N/A,N/A,N/A,N/A,N/A,1320.0,N/A,875.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L2,3L3",Italy,No,LAVAL BT/TN 1800,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17484,Superseded,L2,1.399,28.4,HF4 (MEPS),,2021-06-30,Class 31,Unavailable,http://www.arneg.com.au/,,-,20.3002144388849,N/A,N/A,1048.0,N/A,N/A,N/A,N/A,N/A,1920.0,N/A,875.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3L2,3L3",Italy,No,LAVAL BT/TN 2400,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17485,Superseded,L2,1.865,35.9,HF4 (MEPS),,2021-06-30,Class 31,Unavailable,http://www.arneg.com.au/,,-,19.2493297587131,N/A,N/A,1048.0,N/A,N/A,N/A,N/A,N/A,2520.0,N/A,925.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCA  937,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17487,Superseded,M2,0.6,8.84,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,14.7333333333333,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,1037.0,N/A,1281.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCA 1250,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17489,Superseded,M2,0.805,9.08,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,11.2795031055901,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,1350.0,N/A,1281.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCA 1562,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17492,Superseded,M2,1.01,9.56,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,9.46534653465346,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,1662.0,N/A,1281.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCA 1875,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17494,Superseded,M2,1.215,14.48,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,11.917695473251,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,1975.0,N/A,1281.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCA 2500,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17505,Superseded,M2,1.61,17.76,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,11.0310559006211,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,2600.0,N/A,1281.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCA 3125,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17506,Superseded,M2,2.021,19.62,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,9.70806531420089,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,3225.0,N/A,1281.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCA 3750,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17507,Superseded,M2,2.431,23.24,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,9.55985191279309,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,3850.0,N/A,1281.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCB  937,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17508,Superseded,M2,0.761,8.0,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,10.5124835742444,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,1037.0,N/A,1253.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCB 1250,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17509,Superseded,M2,1.016,8.0,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,7.8740157480315,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,1350.0,N/A,1253.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCB 1562,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17510,Superseded,M2,1.271,8.0,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,6.29425649095201,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,1662.0,N/A,1253.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCB 1875,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17511,Superseded,M2,1.524,12.8,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,8.3989501312336,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,1975.0,N/A,1253.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCB 2500,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17512,Superseded,M2,2.032,15.6,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,7.67716535433071,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,2600.0,N/A,1253.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCB 3125,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17513,Superseded,M2,2.542,16.5,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,6.49095200629426,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,3225.0,N/A,1253.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,ASPEN VCB 3750,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17514,Superseded,M2,3.047,20.0,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,6.56383327863472,N/A,N/A,1177.0,N/A,N/A,N/A,N/A,N/A,3850.0,N/A,1253.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,LINZ VC VENT 1200,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17515,Superseded,M2,0.592,8.0,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,13.5135135135135,N/A,N/A,1020.0,N/A,N/A,N/A,N/A,N/A,1300.0,N/A,1280.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,LINZ VC VENT 1500,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17516,Superseded,M2,0.74,8.4,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,11.3513513513514,N/A,N/A,1020.0,N/A,N/A,N/A,N/A,N/A,1600.0,N/A,1280.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,LINZ VC VENT 1800,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17517,Superseded,M2,0.888,11.0,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,12.3873873873874,N/A,N/A,1020.0,N/A,N/A,N/A,N/A,N/A,1900.0,N/A,1280.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,LINZ VC VENT 2400,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17518,Superseded,M2,1.184,15.6,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,13.1756756756757,N/A,N/A,1020.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,1280.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,LINZ VC VENT 3000,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17519,Superseded,M2,1.481,16.8,HC2,,2021-06-30,,Unavailable,http://www.arneg.com.au/,,-,11.3436866981769,N/A,N/A,1020.0,N/A,N/A,N/A,N/A,N/A,3100.0,N/A,1280.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M2,New Zealand,No,SK1500-2-C,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17571,Superseded,M2,1.67,17.955,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,http://www.skope.co.nz/,,-,10.751497005988,N/A,N/A,700.0,N/A,N/A,N/A,N/A,N/A,1706.0,N/A,2195.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M2,New Zealand,No,B700-2-CX,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17612,Superseded,M2,0.659,9.765,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,http://www.skope.co.nz/,,-,14.8179059180577,N/A,N/A,785.0,N/A,N/A,N/A,N/A,N/A,740.0,N/A,2180.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M2,New Zealand,No,SK1300HPXL-2CK,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17615,Superseded,M2,1.519,19.11,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,http://www.skope.co.nz/,,-,12.5806451612903,N/A,N/A,700.0,N/A,N/A,N/A,N/A,N/A,1480.0,N/A,2195.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,No,CC11-900,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17621,Superseded,M1,0.486,17.71,VC1 (MEPS),,2021-06-30,Class 27,Unavailable,http://www.skope.co.nz/,,-,36.440329218107,N/A,N/A,600.0,N/A,N/A,N/A,N/A,N/A,900.0,N/A,1100.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,Yes,CC14-900,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17622,Superseded,M1,0.732,18.15,VC1 (MEPS),,2021-06-30,Class 27,Unavailable,http://www.skope.co.nz/,,-,24.7950819672131,N/A,N/A,600.0,N/A,N/A,N/A,N/A,N/A,900.0,N/A,1400.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,No,CC14-580,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17623,Superseded,M1,0.447,15.18,VC1 (MEPS),,2021-06-30,Class 27,Unavailable,http://www.skope.co.nz/,,-,33.9597315436242,N/A,N/A,750.0,N/A,N/A,N/A,N/A,N/A,580.0,N/A,1400.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M2,New Zealand,No,CC20-09,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17624,Superseded,M2,1.06,26.88,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.skope.co.nz/,,-,25.3584905660377,N/A,N/A,970.0,N/A,N/A,N/A,N/A,N/A,900.0,N/A,1995.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M2,New Zealand,No,CC20-12,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17625,Superseded,M2,1.44,34.21,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.skope.co.nz/,,-,23.7569444444444,N/A,N/A,970.0,N/A,N/A,N/A,N/A,N/A,1200.0,N/A,1995.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M2,New Zealand,No,CC20-18,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",17626,Superseded,M2,2.18,53.204,VC2 (MEPS),,2021-06-30,Class 28,Unavailable,http://www.skope.co.nz/,,-,24.405504587156,N/A,N/A,970.0,N/A,N/A,N/A,N/A,N/A,1800.0,N/A,1995.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3H2,Italy,No,EIS 42,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18404,Superseded,M1,0.726,6.3,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,,,-,8.67768595041322,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,-,N/A,-,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3H2,Italy,No,EKO 32,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18405,Superseded,M1,0.565,3.9,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,,,-,6.90265486725664,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,-,N/A,-,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3H2,Italy,No,EKO 42,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18406,Superseded,M1,0.726,4.1,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,,,-,5.64738292011019,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,-,N/A,-,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L1,Italy,No,EIS 40,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18407,Superseded,L1,0.726,11.0,VF4 (b) - Glass Door (MEPS),,2021-06-30,Class 33,Unavailable,,,-,15.1515151515152,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,-,N/A,-,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,IARP,3L1,Italy,No,EIS 45,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,18409,Superseded,L1,0.726,17.4,VF4 (b) - Glass Door (MEPS),,2021-06-30,Class 33,Unavailable,,,-,23.9669421487603,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,-,N/A,-,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,No,CL400-2,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18477,Superseded,M1,0.441,5.625,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,http://www.skope.co.nz/,,-,12.7551020408163,N/A,N/A,680.0,N/A,N/A,N/A,N/A,N/A,1600.0,N/A,835.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M2,New Zealand,No,RCB1100SL,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18478,Superseded,M2,1.776,25.619,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,http://www.skope.co.nz/,,-,14.4251126126126,N/A,N/A,870.0,N/A,N/A,N/A,N/A,N/A,1280.0,N/A,2195.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,No,RCYA850,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18479,Superseded,M1,1.691,20.186,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,http://www.skope.co.nz/,,-,11.9373151981076,N/A,N/A,810.0,N/A,N/A,N/A,N/A,N/A,800.0,N/A,2485.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,No,B310EXL-CX,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18480,Superseded,M1,0.416,6.209,VC4 (b) - Glass Door (MEPS),,2021-06-30,Class 29,Unavailable,http://www.skope.co.nz/,,-,14.9254807692308,N/A,N/A,660.0,N/A,N/A,N/A,N/A,N/A,690.0,N/A,1670.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,BERLINO 2  one air curtain,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,BERLINO 2 MT ( 100/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,110/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,120/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,100/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,110/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,120/216 ),,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,BERLINO 2 SL ( 90/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,100/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,90/216,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18633,Superseded,N/A,4.433,53.691,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,12.1116625310174,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2152.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,BERLINO 2  two air curtains,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Superseded,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,11.2868852459016,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2160.0,N/A,N/A
AS 1731.14:2003 - amendment 2 dated 9 July 2012,ARNEG,"3M2,3H2",Italy,No,BERLINO 2CSL ( 91/205,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",18634,Superseded,N/A,4.758,53.703,RS2 - Unlit shelves (MEPS),,2021-06-30,Class 3,Unavailable,http://www.arneg.com.au/,,-,11.2868852459016,N/A,N/A,1114.0,N/A,N/A,N/A,N/A,N/A,2500.0,N/A,2160.0,N/A,N/A
